Timestamp,delta,theta,alpha,beta,gamma,Event,EventDate,EventDuration
0,-106.414271333333,-121.9493525,-132.891131,-146.018716555556,-157.9910745,F,,
0.10809588432312,-107.558297666667,-125.36721,-136.5458486,-149.620041944444,-161.490153285714,F,,
0.216300010681152,-109.437454333333,-127.05376825,-137.888959,-151.037228833333,-162.894871,F,,
0.340412855148315,-109.007027333333,-123.65774575,-134.2839436,-147.411832611111,-159.369500357143,F,,
0.466522932052612,-106.902219333333,-121.2293325,-131.9202082,-145.069615111111,-157.081799285714,F,,
0.578621864318848,-106.41117,-121.949352,-132.8911816,-146.018827722222,-157.991297571429,F,,
0.700763940811157,-107.556644333333,-125.36803775,-136.5466326,-149.620454722222,-161.490584857143,F,,
0.826878070831299,-108.465734666667,-122.7759695,-133.3840314,-146.521722888889,-158.501316214286,F,,
0.95099401473999,-106.583026,-121.0970055,-131.8452672,-144.990782888889,-157.005139071429,F,,
1.07510900497437,-106.540543666667,-122.64862225,-133.6734602,-146.782793944444,-158.731337785714,F,,
1.20327401161194,-108.082905333333,-126.29885575,-137.4545884,-150.540579444444,-162.391580928571,F,,
1.34340786933899,-108.104092333333,-122.30967275,-132.9181012,-146.062304,-158.052478928571,F,,
1.45551300048828,-106.482668333333,-121.1286185,-131.9131976,-145.058505166667,-157.068873857143,F,,
1.56361293792725,-106.698831333333,-123.17579075,-134.253125,-147.347500333333,-159.277615785714,F,,
1.68979597091675,-108.505991666667,-126.969467,-138.1184912,-151.225406444444,-163.032254714286,F,,
1.81591105461121,-110.005633,-126.60843,-137.3987122,-150.618294,-162.398172285714,F,,
1.94002604484558,-108.709541666667,-123.19617,-133.9360072,-147.231187944444,-159.085556285714,F,,
2.06614089012146,-108.373865666667,-125.328045,-136.6915376,-150.1500505,-161.9663825,F,,
2.18827700614929,-111.954527666667,-132.60308125,-144.3811962,-158.049376444444,-169.778501428571,F,,
2.31639504432678,-119.407062,-146.0907775,-158.8743952,-173.161515222222,-184.774165214286,F,,
2.44050884246826,-128.341112666667,-166.61640575,-176.8732764,-201.625841,-213.009768428571,F,,
2.55061197280884,-132.254697666667,-173.9361805,-178.6109274,-203.219071777778,-215.014951571429,F,,
2.66072797775269,-138.307690333333,-175.72358625,-182.4568306,-204.984447777778,-218.045881357143,F,,
2.77082705497742,-149.702866666667,-177.9066415,-187.6821446,-212.830879055556,-227.156089,F,,
2.87892484664917,-151.24809,-183.24671275,-190.7704108,-216.374071555556,-233.748005071429,F,,
2.99102687835693,-155.734019333333,-187.66488425,-197.2381338,-220.175850055556,-239.307277714286,F,,
3.10713291168213,-162.841470666667,-193.1021045,-205.7432062,-223.1430595,-241.6437805,F,,
3.21321702003479,-169.663404666667,-196.1871475,-209.587797,-224.072824333333,-242.5579035,F,,
3.33933401107788,-171.895969,-197.4886,-209.9919108,-220.863096444444,-223.195623785714,F,,
