Timestamp,delta,theta,alpha,beta,gamma,Event,EventDate,EventDuration
0,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.11009407043457,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.222134113311768,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,1
0.332226037979126,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.458333015441895,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.566426992416382,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.676425933837891,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.786520957946777,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
0.894613027572632,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.0047070980072,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.11279892921448,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.22293210029602,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.33102011680603,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.45512104034424,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.56520509719849,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.67521214485168,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,1
1.78530097007751,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
1.89338898658752,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.00548410415649,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.11357307434082,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.22578597068787,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.33587908744812,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.46198010444641,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.57206892967224,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.68015599250793,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.79224109649658,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
2.90232801437378,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.01441597938538,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.11449599266052,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.23266100883484,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.34074807167053,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.46484994888306,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.57293605804443,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.68496608734131,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.79505300521851,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
3.9051399230957,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.03324413299561,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.15520691871643,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.26729702949524,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.37738704681396,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.5034921169281,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.61358404159546,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.72350406646729,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.83359909057617,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
4.9416880607605,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.04977703094482,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.16195702552795,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.27204608917236,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.38213396072388,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.52224612236023,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.64836812019348,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.7564549446106,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.8685450553894,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
5.97863698005676,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.0867280960083,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.19662594795227,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.30871605873108,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.44882893562317,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.57493209838867,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.6830689907074,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.79315900802612,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
6.90324807167053,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.0113320350647,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.11741614341736,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.23344397544861,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.34353613853455,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.46964192390442,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.59774494171143,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.72177815437317,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.83186793327332,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
7.94196009635925,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.05204892158508,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.16418409347534,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.27227091789246,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.38235807418823,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.49244713783264,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.6185519695282,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.72869396209717,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.83678102493286,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
8.9468719959259,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.05696392059326,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.16506314277649,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.27515506744385,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.38324403762817,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.50734496116638,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.61943793296814,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.72964692115784,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.85174798965454,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
9.97985315322876,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.0879399776459,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.19593501091,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.3060250282288,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.4301290512085,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,1
10.5402231216431,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.6522760391235,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.7603650093079,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.8704569339752,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
10.9965600967407,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.1206641197205,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.232882976532,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.3449699878693,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.4690699577332,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.5791599750519,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.6892340183258,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.7993190288544,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
11.9094059467316,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.0194959640503,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.1215770244598,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.2416000366211,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.3496890068054,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.4757919311523,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.5878820419312,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.6960139274597,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.8061010837555,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
12.9161911010742,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.0242791175842,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.1642439365387,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.2743351459503,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.4004390239716,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.5085279941559,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.6186220645905,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.7285840511322,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.8526859283447,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
13.9787900447845,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.0868790149689,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.1970889568329,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.3071789741516,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.417268037796,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.5593869686127,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.6833500862122,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.7934420108795,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
14.9015309810638,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.0136270523071,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.1217141151428,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.2298369407654,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.3399260044098,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.4680309295654,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.5781230926514,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.6902799606323,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.8003709316254,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
15.9124641418457,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.0225539207459,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.1246371269226,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.2246379852295,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.3527460098267,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.4768481254578,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.5869410037994,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.6971161365509,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.8052070140839,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
16.9152970314026,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.0213840007782,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.1254680156708,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.2254569530487,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.3535671234131,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.4616539478302,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.6017711162567,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.7297520637512,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.8378419876099,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
17.9479291439056,-131.017926333333,-141.69842575,-151.1175962,-163.069153777778,-176.0438795,F,,
