Timestamp,delta,theta,alpha,beta,gamma,Event,EventDate,EventDuration
0,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.110095024108887,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.220117092132568,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.330205917358398,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.472326040267944,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.584424018859863,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.71039605140686,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.820487022399902,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
0.932582855224609,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.0426778793335,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.15276789665222,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.26086187362671,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.37295389175415,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.49705600738525,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.60714507102966,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.71714305877686,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.84325003623962,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
1.96735095977783,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.07744193077087,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.2174220085144,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.34352588653564,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.45361495018005,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.56370687484741,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.66979598999023,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.84803199768066,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
2.95612788200378,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.08223700523376,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.24025797843933,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.35235404968262,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.46244692802429,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.57454204559326,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.71468496322632,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.84079194068909,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
3.96689891815186,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.07899188995361,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.2029139995575,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.3250138759613,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.43510508537292,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.57722902297974,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.68531203269959,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.80731105804443,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
4.91740489006042,-93.49939,-92.040275,-97.7209112,-122.805159055556,-144.311460142857,F,,
