Timestamp,attention,relaxation,asymmetry,leftActivity,rightActivity,Event,EventDate,EventDuration
0,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.108104944229126,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.218179941177368,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.326282024383545,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.436385869979858,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.560503959655762,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.686615943908691,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.812741041183472,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
0.920846939086914,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.04497003555298,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.17105102539063,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.27915787696838,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.38926291465759,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.49937295913696,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.60747909545898,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.71754002571106,0.694276081177936,-1.33717838442538,-0.693120158935764,-0.237655508788309,-1.34546840479557,F,,
1.8416600227356,2.5457332251796,-2.3083796190995,0.778082409827159,0.881242435727455,-1.15824205041998,1,,
1.9677848815918,2.54673578446518,-2.10692098073944,0.300874208093122,1.73366289521093,-0.0517841193689155,F,,
2.07789587974548,2.49238987394821,-2.01651390665756,0.791882554965699,2.16159715914355,-0.0881910610157599,F,,
2.18603897094727,2.36934388004153,-1.97432525068851,0.494832556590307,1.85535807555419,0.0889336439440871,F,,
2.2941460609436,2.31569884470435,-1.99284017981457,-0.278577066514705,1.49081786757755,0.404859217440048,F,,
2.40225291252136,2.29638486359847,-1.92169686297048,0.133565694941634,2.16619567715769,0.455746274722646,F,,
2.5103600025177,2.19058781118952,-1.8079723839809,0.8879144966898,2.8988369416556,0.556692573604117,F,,
2.61446404457092,2.00765664531351,-1.68388286519643,1.21507732283514,3.08689225399526,0.75578191343704,F,,
2.73262906074524,2.00765664531351,-1.68388286519643,1.21507732283514,3.08689225399526,0.75578191343704,F,,
2.85675287246704,1.96437745212616,-2.07783074673578,3.86080929121886,2.12247778769934,-2.94322362200731,F,,
2.96886301040649,2.40866254302572,-2.66050017157202,6.93181191633125,0.814747934719405,-6.58304704094942,F,,
3.07497000694275,3.09751199190255,-3.05824619343551,6.10181322765411,-1.01332836143296,-6.11444640799991,F,,
3.18493795394897,3.5182148166393,-3.10881042926121,5.07714967308314,-2.54029926246166,-5.38626073962731,F,,
3.29504704475403,3.51704593126574,-2.90898025876047,4.32168030730214,-3.21734735471612,-4.63255010676513,F,,
3.40315699577332,2.92116883784099,-3.00493493185766,3.65290020969416,-3.03626528732265,-3.23002102298853,F,,
3.5292809009552,2.75366481974612,-3.11082504700568,3.6613261464357,-2.4503660037416,-3.25679169412398,F,,
3.65538907051086,2.8801533726256,-2.96528413102318,3.55191400516444,-2.4251216414927,-3.46819110987532,F,,
3.76549291610718,2.89950000576359,-2.68736399827097,3.19027339404901,-2.75408980043324,-3.3779739968302,F,,
3.87159705162048,2.67061674906855,-2.61692731852925,2.81236420037143,-2.77418370282581,-2.79848854755196,F,,
3.98170208930969,2.36209954004604,-2.79157637602516,2.59657056787063,-2.50923173577994,-2.35151978504257,F,,
4.10782599449158,2.48341819587655,-3.01846444943422,2.3997373092548,-3.26313746628787,-2.69439058895597,F,,
4.25005698204041,2.58656954624348,-2.81307661605611,2.15222204432208,-3.41351108892483,-2.570114255208,F,,
4.3741819858551,2.51194146528058,-2.60239694743183,1.91458293132475,-3.15052457961002,-2.20475423847058,F,,
4.48629403114319,2.31119066643786,-2.53959912978626,1.85518962099684,-2.6062442320202,-1.9128550433537,F,,
4.59640598297119,2.19033837939154,-2.53708152151407,2.01236863215829,-2.18673603676948,-2.02752600745119,F,,
4.72448396682739,2.36184468087688,-2.38662147281176,1.87108226130123,-2.7148615079619,-2.21620168171431,F,,
4.83459186553955,2.24103239313402,-2.22449871159596,1.67291695331084,-2.54150275554192,-1.87657855441218,F,,
4.94470596313477,2.05654978900982,-2.20178886420055,1.66922717572589,-2.0808369229487,-1.66795375070382,F,,
5.05281686782837,1.97873831587403,-2.21382113525673,1.83615824810597,-1.80240786624289,-1.84329415380145,F,,
5.16295003890991,2.03695263988333,-2.16505126443095,1.8167489985345,-2.03972003008525,-2.02024747105481,F,,
5.27505993843079,2.03408802140822,-2.03290670762589,1.63739759190765,-2.28619942789802,-1.91800967852166,F,,
5.38717293739319,1.928582764761,-1.91339466305424,1.45685351125299,-2.17535448603936,-1.61511279351356,F,,
5.49528193473816,1.76501183198089,-1.90951368292629,1.45633266887204,-1.7969067998475,-1.43155171317427,F,,
5.60338807106018,1.70195298909806,-1.9216828169309,1.6204490721449,-1.56579810233503,-1.60689964377324,F,,
5.71407103538513,1.76824422065883,-1.87891249681083,1.61332649607036,-1.78111461944798,-1.78479909415145,F,,
5.82618308067322,1.77716013684623,-1.76537309528031,1.45096548508642,-2.01159191977642,-1.69641281953773,F,,
5.95030999183655,1.57498784593483,-1.75579627286312,1.35007568310106,-1.55832399672717,-1.29734584851676,F,,
6.0584180355072,1.56941308799387,-1.76163135918139,1.49872039051615,-1.4399877697402,-1.51854688083764,F,,
6.17059803009033,1.63885242960698,-1.71569861228835,1.45386052974578,-1.68812586990768,-1.64207511458318,F,,
6.28070998191834,1.62936884456908,-1.60952324431523,1.28731885753349,-1.85076734110715,-1.50489356426782,F,,
6.39081907272339,1.51008863688542,-1.49059713743283,1.11182333345841,-1.71987186528337,-1.20174874182503,F,,
6.51494097709656,1.26061602491825,-1.40829598713311,0.898709138638198,-1.44361298717863,-0.831499082107036,F,,
6.61904287338257,0.920611890136943,-1.33421792451582,0.45826808010105,-1.49022363564468,-0.490547672878937,F,,
6.73110103607178,0.681773764605988,-1.2655761360298,-0.021586844608811,-1.91498822707331,-0.434770944185112,F,,
6.85522294044495,0.765789945632324,-1.06989106766048,-0.273866432133778,-1.68177592897643,-0.403480277498524,F,,
6.96132493019104,0.776203256226312,-1.01402246489535,-0.27182544995537,-1.21940719812276,-0.332372995518402,F,,
7.07142806053162,0.690509183496988,-0.943144109034721,-0.430537699989026,-1.31812238064901,-0.256973670439211,F,,
7.18362188339233,0.581550330999968,-0.93112421399719,-0.510001606417847,-1.78673498476022,-0.308097899920537,F,,
7.29372906684875,0.583404579716107,-0.912147905605178,-0.465035785754203,-1.88703115584029,-0.364640972486457,F,,
7.40183186531067,0.655651675327069,-0.744947762534593,-0.385230605014852,-1.53401079466598,-0.342415582944186,F,,
7.51194095611572,0.676800224807749,-0.477951986242491,-0.301541953128799,-0.890078226101879,-0.236745531403747,F,,
7.62004899978638,0.591902512602891,-0.277824607289724,-0.226936955049472,-0.166035102198121,-0.0698940865308581,F,,
7.73229789733887,0.433999855429684,-0.186102123853335,-0.206934222062975,0.198643797484761,0.049638174303009,F,,
7.85642099380493,0.293641145910241,-0.17723933364251,-0.152392100255374,0.260096097901246,0.0718751762114632,F,,
7.96452808380127,0.195418758907926,-0.179708795603661,-0.439353047232837,0.0170825661460145,0.179972811700319,F,,
8.0766429901123,0.178342681163168,-0.17641136237556,-0.390825478307916,-0.00204040514754963,0.0713973338649952,F,,
8.18474698066711,0.153357527145832,-0.175698449501398,-0.214219836210204,0.0801403635431415,-0.0631531175084765,F,,
8.29685807228088,0.14085462548915,-0.225718090134784,-0.119890057456562,0.193860573720586,-0.0932836778643764,F,,
8.40697002410889,0.158953023754942,-0.262791206534987,-0.20518986838129,0.195642492380603,-0.050000736328598,F,,
8.51707887649536,0.180333217405591,-0.236926673535401,-0.333230802990569,0.144756003126435,0.0142113520368545,F,,
8.62117791175842,0.182158854878687,-0.188939968003372,-0.312611660540357,0.159850470968356,0.0319343412391368,F,,
8.7353949546814,0.165316468527005,-0.177465640506061,-0.185970419063388,0.242856922897597,-0.000333476546183397,F,,
8.84549903869629,0.144858784371918,-0.206837261025758,-0.126874287200813,0.330249079541097,-0.00458194068540458,F,,
8.95560693740845,0.124074129100117,-0.221408185183683,-0.214673626889386,0.284856268989289,0.0153461939004704,F,,
9.07972407341003,0.0924341342571371,-0.149083608488445,-0.290999686330388,0.177710554694851,0.063006990687406,F,,
9.18976092338562,0.0851624909947114,-0.159743218437774,-0.173919388208201,0.283904602892218,0.0264128173229668,F,,
9.29786586761475,0.0671740413385227,-0.19937920622328,-0.136470338225729,0.369547253537076,0.0175949497066943,F,,
9.42198586463928,0.0373643818965443,-0.216696170946877,-0.213060412262017,0.32859060797857,0.0356145045232278,F,,
9.54610705375671,0.0160866937383792,-0.173393910050472,-0.326701980977291,0.249641066276805,0.119578112647529,F,,
9.65423107147217,0.0384947839973729,-0.122229831663132,-0.372724719237392,0.295466535952919,0.22697885404304,F,,
9.76233196258545,0.0602876933629425,-0.166242010055335,-0.365062103071443,0.417639625507079,0.293937615770845,F,,
9.87043905258179,0.039045376314605,-0.164301594162567,-0.39664965828297,0.508745637120762,0.344534718016027,F,,
9.99655890464783,-0.0462470354237578,-0.101412796739696,-0.617400270314319,0.395758678201745,0.463101035108552,F,,
10.1066648960114,-0.0365948988160191,-0.122259854930596,-0.697009185093808,0.445116669793743,0.586303332344029,F,,
10.214714050293,0.00781125709759552,-0.174046900806255,-0.654946548185114,0.604695990119022,0.593409880326508,F,,
10.3248209953308,0.0205358356630127,-0.129535761607019,-0.591410145866981,0.719729545475373,0.537773520399468,F,,
10.4489419460297,-0.00326409183076836,-0.032237779441652,-0.581092763891177,0.672427996620732,0.475275255747318,F,,
10.5570459365845,-0.00778549776989187,0.0462060687849954,-0.683577692183904,0.538061005601929,0.544840304883926,F,,
10.6685318946838,0.0542188168263711,0.0159655858007429,-0.842757411781718,0.408126911591651,0.651113303799092,F,,
10.7786409854889,0.146018292248082,-0.0566042909304946,-0.924213831066804,0.317645817490656,0.626340300764466,F,,
10.9027628898621,1.49715143631389,-0.109792348205436,-2.86454022617515,-2.57415408922919,0.244078915422109,F,,
11.0128750801086,3.39228375717635,-1.0464911223512,-3.18863677447228,-3.33949091634155,-0.38107961002526,F,,
11.1209809780121,4.21139223106186,-2.14668361677696,-3.05388660908607,-3.415631395618,-0.689527522578453,F,,
11.2290239334106,4.33285259402116,-2.8298152990025,-2.89194152507162,-3.32331146460709,-0.790329699995165,F,,
11.33913397789,4.08882211030223,-3.17029415942982,-2.7149011004943,-3.15083836123619,-0.818399619368145,F,,
11.4492449760437,3.64169453236059,-3.08552633200622,-2.52415673102697,-2.91750999216003,-0.796705167122312,F,,
11.5613570213318,3.22349299222801,-2.70489367624604,-2.37734137782551,-2.60511486707982,-0.700732940174668,F,,
11.6714100837708,3.09570675225787,-2.49576146791503,-2.38214766208719,-2.52036345603969,-0.631500243631276,F,,
11.777517080307,3.15126984165794,-2.58571898642689,-2.37129098646542,-2.55413873794813,-0.696765613043198,F,,
11.90163397789,3.06642490468201,-2.70326313436889,-2.26473038351021,-2.49316629009425,-0.735115184635347,1,,
12.0257549285889,2.74231882708742,-2.58558428955057,-2.02213761935955,-2.03312560566226,-0.502970674695135,F,,
12.1358649730682,2.76173140052173,-2.70844476841345,-2.06766556514505,-2.00057987167731,-0.377792177904371,F,,
12.2438750267029,2.8277932766713,-2.87227411764014,-2.07647171895182,-2.03220389628134,-0.460900102708769,F,,
12.3679959774017,2.72847688674779,-2.84922206600972,-1.99562442092775,-1.98590357318984,-0.550929984971203,F,,
12.4961280822754,2.47904636827896,-2.5782010335671,-1.86428916323784,-1.8491182905441,-0.554401354082482,F,,
12.6202530860901,2.24831740954603,-2.2577405349153,-1.76859269328369,-1.69678114646613,-0.416672324349589,F,,
