Timestamp,attention,relaxation,asymmetry,leftActivity,rightActivity,Event,EventDate,EventDuration
0,0,0,0,0,0,F,,
0.122110843658447,0,0,0,0,0,F,,
0.234210968017578,0,0,0,0,0,F,,
0.342310905456543,0,0,0,0,0,F,,
0.452412843704224,0,0,0,0,0,F,,
0.56046199798584,0,0,0,0,0,F,,
0.672561883926392,0,0,0,0,0,F,,
0.794672966003418,0,0,0,0,0,F,,
0.904769897460938,0,0,0,0,0,F,,
1.01296281814575,0,0,0,0,0,F,,
1.12505984306335,0,0,0,0,0,F,,
1.25117182731628,0,0,0,0,0,F,,
1.3732738494873,0,0,0,0,0,F,,
1.51539087295532,0,0,0,0,0,F,,
1.62348484992981,0,0,0,0,0,F,,
1.74959182739258,0,0,0,0,0,F,,
1.85768294334412,0,0,0,0,0,F,,
1.95977091789246,0,0,0,0,0,F,,
2.07391881942749,0,0,0,0,0,F,,
2.18601393699646,0,0,0,0,0,F,,
2.29610991477966,0,0,0,0,0,F,,
2.40620589256287,0,0,0,0,0,F,,
2.51636791229248,0,0,0,0,0,F,,
2.62245893478394,0,0,0,0,0,F,,
2.74656581878662,0,0,0,0,0,F,,
2.85465788841248,0,0,0,0,0,F,,
2.96074891090393,0,0,0,0,0,F,,
3.07484984397888,0,0,0,0,0,F,,
3.19895195960999,0,0,0,0,0,F,,
3.32305884361267,0,0,0,0,0,F,,
3.43315291404724,0,0,0,0,0,F,,
3.54315590858459,0,0,0,0,0,F,,
3.65325498580933,0,0,0,0,0,F,,
3.76335382461548,0,0,0,0,0,F,,
3.88346004486084,0,0,0,0,0,F,,
3.99554395675659,0,0,0,0,0,F,,
4.10364198684692,0,0,0,0,0,F,,
4.21374297142029,0,0,0,0,0,F,,
4.33585000038147,0,0,0,0,0,F,,
4.46195697784424,0,0,0,0,0,F,,
4.57007002830505,0,0,0,0,0,F,,
4.68016886711121,0,0,0,0,0,F,,
4.80427885055542,0,0,0,0,0,F,,
4.91237592697144,0,0,0,0,0,F,,
5.02241802215576,0,0,0,0,0,F,,
5.13050985336304,0,0,0,0,0,F,,
5.24260592460632,0,0,0,0,0,F,,
5.35070586204529,0,0,0,0,0,F,,
5.45879602432251,0,0,0,0,0,F,,
5.56690001487732,0,0,0,0,0,F,,
5.67900085449219,0,0,0,0,0,F,,
5.80110788345337,0,0,0,0,0,F,,
5.91320705413818,0,0,0,0,0,F,,
6.03724884986877,0,0,0,0,0,F,,
6.16135787963867,0,0,0,0,0,F,,
6.26945185661316,0,0,0,0,0,F,,
6.38155388832092,0,0,0,0,0,F,,
6.52172303199768,0,0,0,0,0,F,,
6.63182091712952,0,0,0,0,0,F,,
6.74192094802856,0,0,0,0,0,F,,
6.86603188514709,0,0,0,0,0,F,,
7.02215099334717,0,0,0,0,0,F,,
7.13224983215332,0,0,0,0,0,F,,
7.25636005401611,0,0,0,0,0,F,,
7.36645889282227,0,0,0,0,0,F,,
