Timestamp,Seq,AF3,AF4,Fp1,Fp2,AF7,AF8,Event,EventDate,EventDuration
0,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.00200009346008301,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.00400304794311523,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.00600314140319824,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.00800609588623047,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0100059509277344,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0120091438293457,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0140120983123779,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0160119533538818,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0180151462554932,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0200159549713135,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0220179557800293,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0240190029144287,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0260210037231445,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0280220508575439,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0300240516662598,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0320250988006592,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0340280532836914,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0360300540924072,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0380311012268066,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0400331020355225,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0420341491699219,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0440361499786377,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.046036958694458,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0480389595031738,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0500400066375732,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0520429611206055,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0540430545806885,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0560460090637207,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0580480098724365,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0600490570068359,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0620510578155518,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0640521049499512,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.066054105758667,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0680551528930664,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0700581073760986,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0720579624176025,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0740611553192139,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
0.0760610103607178,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,,,
